status,report,source,chars
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139363-The-way-Sony-have-drawn-hi-fi-stereosound-from-their-new-poc-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/38-The way Sony have drawn hi-fi stereosound from their new poc.md,8440
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139364-Douglas-Scott-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/39-Douglas Scott.md,8176
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139365-Dieter-Rams-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/40-Dieter Rams.md,8034
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139366-Kenneth-Grange-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/41-Kenneth Grange.md,7979
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139367-Action-and-Reaction-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/42-Action and Reaction.md,8209
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139368-Pier-Giacomo-Achille-Castiglioni-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/43-Pier Giacomo& Achille Castiglioni.md,8253
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139369-Vico-Magistretti-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/44-Vico Magistretti.md,8142
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139370-SCatiP-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/45-SCatiP.md,7990
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139371-Antti-VuokkoNurmesniemi-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/46-Antti & VuokkoNurmesniemi.md,8246
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139372-Harley-Earl-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/47-Harley Earl.md,8246
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139373-Towards-the-Millennium-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/48-Towards the Millennium.md,8221
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139374-Richard-Sapper-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/49-Richard Sapper.md,7286
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139375-2131-118-413-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/50-2131.118.413.md,8312
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139376-Bořek-Šípek-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/51-Bořek Šípek.md,7826
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139377-Michael-Graves-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/52-Michael Graves.md,8167
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139378-frogdesign-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/53-frogdesign.md,8073
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139379-Philippe-Starck-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/54-Philippe Starck.md,8017
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139380-Javier-Mariscal-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/55-Javier Mariscal.md,7959
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139381-Michele-De-Lucchi-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/56-Michele De Lucchi.md,8125
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139382-Antonio-Citterio-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/57-Antonio Citterio.md,8120
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139383-Museums-and-design-collections-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/58-Museums and design collections.md,8485
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139384-Acknowledgments-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/59-Acknowledgments.md,7965
rewritten,00-books-result/Penny Sparke：《An Introduction to Design and Culture 1900 to the Present》/B44139385-Halftitle-report.md,00-books/Penny Sparke：《An Introduction to Design and Culture 1900 to the Present》/01-Halftitle.md,7162
rewritten,00-books-result/Penny Sparke：《An Introduction to Design and Culture 1900 to the Present》/B44139386-Title-report.md,00-books/Penny Sparke：《An Introduction to Design and Culture 1900 to the Present》/02-Title.md,5913
rewritten,00-books-result/Penny Sparke：《An Introduction to Design and Culture 1900 to the Present》/B44139387-Copyright-report.md,00-books/Penny Sparke：《An Introduction to Design and Culture 1900 to the Present》/03-Copyright.md,7050
rewritten,00-books-result/Penny Sparke：《An Introduction to Design and Culture 1900 to the Present》/B44139388-Contents-report.md,00-books/Penny Sparke：《An Introduction to Design and Culture 1900 to the Present》/04-Contents.md,5216
rewritten,00-books-result/Penny Sparke：《An Introduction to Design and Culture 1900 to the Present》/B44139389-Illustrations-report.md,00-books/Penny Sparke：《An Introduction to Design and Culture 1900 to the Present》/05-Illustrations.md,7390
rewritten,00-books-result/Penny Sparke：《An Introduction to Design and Culture 1900 to the Present》/B44139390-Acknowledgements-report.md,00-books/Penny Sparke：《An Introduction to Design and Culture 1900 to the Present》/06-Acknowledgements.md,8033
rewritten,00-books-result/Penny Sparke：《An Introduction to Design and Culture 1900 to the Present》/B44139391-Introduction-Twentieth-century-design-and-culture-revisited-report.md,00-books/Penny Sparke：《An Introduction to Design and Culture 1900 to the Present》/07-Introduction Twentieth-century design and culture revisited.md,8407
rewritten,00-books-result/Penny Sparke：《An Introduction to Design and Culture 1900 to the Present》/B44139392-Part-1-Design-and-modernity-1900-1939-report.md,"00-books/Penny Sparke：《An Introduction to Design and Culture 1900 to the Present》/08-Part 1 Design and modernity, 1900–1939.md",8489
rewritten,00-books-result/Penny Sparke：《An Introduction to Design and Culture 1900 to the Present》/B44139393-Part-2-Design-and-postmodernity-1940-to-the-present-report.md,"00-books/Penny Sparke：《An Introduction to Design and Culture 1900 to the Present》/09-Part 2 Design and postmodernity, 1940 to the present.md",8490
rewritten,00-books-result/Penny Sparke：《An Introduction to Design and Culture 1900 to the Present》/B44139394-Glossary-report.md,00-books/Penny Sparke：《An Introduction to Design and Culture 1900 to the Present》/10-Glossary.md,8019
rewritten,00-books-result/Penny Sparke：《An Introduction to Design and Culture 1900 to the Present》/B44139395-Notes-report.md,00-books/Penny Sparke：《An Introduction to Design and Culture 1900 to the Present》/11-Notes.md,7867
rewritten,00-books-result/Penny Sparke：《An Introduction to Design and Culture 1900 to the Present》/B44139396-Bibliography-report.md,00-books/Penny Sparke：《An Introduction to Design and Culture 1900 to the Present》/12-Bibliography.md,8197
rewritten,00-books-result/Penny Sparke：《An Introduction to Design and Culture 1900 to the Present》/B44139397-Index-report.md,00-books/Penny Sparke：《An Introduction to Design and Culture 1900 to the Present》/13-Index.md,7839
rewritten,00-books-result/Penny Sparke：《Italian Design 1870 to the Present》，1988/B44139398-ITALIANDESIGN1870-TO-THE-PRESENT-report.md,00-books/Penny Sparke：《Italian Design 1870 to the Present》，1988/01-ITALIANDESIGN1870 TO THE PRESENT.md,5140
rewritten,00-books-result/Penny Sparke：《Italian Design 1870 to the Present》，1988/B44139399-To-the-memory-of-my-father-report.md,00-books/Penny Sparke：《Italian Design 1870 to the Present》，1988/02-To the memory of my father.md,8147
rewritten,00-books-result/Penny Sparke：《Italian Design 1870 to the Present》，1988/B44139400-ITALIANDESIGN1870-TO-THE-PRESENT-report.md,00-books/Penny Sparke：《Italian Design 1870 to the Present》，1988/03-ITALIANDESIGN1870 TO THE PRESENT.md,5329
rewritten,00-books-result/Penny Sparke：《Italian Design 1870 to the Present》，1988/B44139401-To-the-memory-of-my-father-report.md,00-books/Penny Sparke：《Italian Design 1870 to the Present》，1988/04-To the memory of my father.md,8000
rewritten,00-books-result/Penny Sparke：《Italian Design 1870 to the Present》，1988/B44139402-TOWARDS-AMODERN-ITALY-report.md,00-books/Penny Sparke：《Italian Design 1870 to the Present》，1988/05-TOWARDS AMODERN ITALY.md,8235
rewritten,00-books-result/Penny Sparke：《Italian Design 1870 to the Present》，1988/B44139403-STILE-LIBERTY-report.md,00-books/Penny Sparke：《Italian Design 1870 to the Present》，1988/06-STILE LIBERTY.md,7850
rewritten,00-books-result/Penny Sparke：《Italian Design 1870 to the Present》，1988/B44139404-FUTURISM-report.md,00-books/Penny Sparke：《Italian Design 1870 to the Present》，1988/07-FUTURISM.md,6821
rewritten,00-books-result/Penny Sparke：《Italian Design 1870 to the Present》，1988/B44139405-PROTO-DESIGNTRADITION-AND-MODERNITY-report.md,00-books/Penny Sparke：《Italian Design 1870 to the Present》，1988/08-PROTO-DESIGNTRADITION AND MODERNITY.md,8062
rewritten,00-books-result/Penny Sparke：《Italian Design 1870 to the Present》，1988/B44139406-RATIONALISM-report.md,00-books/Penny Sparke：《Italian Design 1870 to the Present》，1988/09-RATIONALISM.md,8111
rewritten,00-books-result/Penny Sparke：《Italian Design 1870 to the Present》，1988/B44139407-SOCIETA-ANONIMAING-BAROSI-CINZIOTORINO-report.md,00-books/Penny Sparke：《Italian Design 1870 to the Present》，1988/10-SOCIETA ANONIMAING.BAROSI CINZIOTORINO.md,8497
